1571806085,1,24,1,"CK,C2;C4,C3;S3,S2;S4,S7;D2,D3;D5,D4;S5,S8;C6,C5;S6,S10;D7,D6;S9,SJ;C9,C7;C10,C8;CJ,CQ;D8,D10;D9,DJ;DK,DQ;CA,SQ;DA,HK;H5,H4;H6,H3;H8,H7;H9,H2;H10,HJ;HA,HQ;SK,SA"
1571806085,1,13,1,"C2,CK;S2,S4;C3,C4;D2,D4;C7,C5;S3,S5;D3,D5;C8,C6;S6,S8;D9,D6;S7,S9;DQ,D7;C10,C9;CJ,CA;DA,D8;CQ,SQ;SA,SK;H2,H4;HA,SJ;HK,S10;H3,H8;H5,H9;HJ,D10;H10,DJ;H6,HQ;H7,DK"
1571806085,1,25,1,"C2,CQ;S3,S2;S4,S5;C4,C3;S9,S8;SJ,S10;C7,C6;C9,C8;C10,C5;D2,D4;D3,D5;D6,D10;SK,CJ;D7,DQ;D8,CK;HK,CA;H3,H2;D9,SQ;DJ,HQ;DK,H10;DA,H8;H5,H4;H7,H6;H9,SA;HJ,S7;HA,S6"
1571806085,1,15,1,"C2,CA;S2,S3;D2,D3;D4,D5;C3,C5;SK,S6;S4,S7;S5,S8;SQ,S9;C4,C9;HA,S10;HK,SJ;H2,H4;H3,H5;H6,H7;H10,H8;C6,C10;C7,CJ;D6,DJ;D7,DQ;D8,DK;C8,CK;D9,DA;HJ,SA;D10,H9;CQ,HQ"
1571806085,1,4,1,"CA,C2;D2,D3;C6,C3;S3,S2;S4,S5;D5,D4;S8,S7;SJ,S10;C7,C5;C9,C8;CQ,CJ;D7,D6;D8,D10;SA,C4;SK,C10;D9,DJ;DK,DQ;H6,H4;H3,H2;H5,H8;H7,HQ;HA,S6;HK,S9;HJ,CK;H10,DA;H9,SQ"
1571806085,1,2,1,"CA,C2;C4,C3;S2,S5;D2,D3;C6,C5;S3,S9;D4,D6;C8,C7;S4,S10;D5,D8;C9,C10;SQ,CJ;SA,SJ;D7,DK;SK,CQ;HK,CK;H2,H3;H4,H5;HA,H6;D9,DA;D10,H7;DQ,H8;S8,H9;DJ,H10;S6,HJ;S7,HQ"
1571806085,1,13,1,"CA,C2;C4,C3;S4,S3;S5,S2;S6,S9;D2,D3;D4,D5;D9,D6;S7,SJ;C5,C7;D10,D7;S8,SA;DJ,D8;S10,SQ;C6,C10;DA,DQ;C8,HQ;C9,HJ;CJ,H10;CQ,H9;CK,H8;H3,H2;H6,H5;HK,H7;HA,H4;SK,DK"
1571806085,1,4,1,"C2,CQ;S3,S2;S4,S5;C7,C3;S9,S8;S10,S7;SJ,S6;C8,C6;C9,C5;CJ,C10;D2,D3;SQ,C4;D5,D4;D6,D7;D9,D8;DJ,D10;SK,SA;H9,DQ;H4,H2;H5,H3;H6,H7;H8,H10;HA,CK;HK,DK;HQ,DA;HJ,CA"
1571806085,1,3,1,"C2,CA;S5,S4;S6,S3;S7,S2;S9,S8;SJ,S10;C4,C3;C6,C5;C7,C10;D3,D2;C8,CJ;D6,D4;C9,HA;CQ,H10;CK,H9;D10,D9;DJ,D8;H2,H3;SQ,D5;SK,D7;HK,DQ;H4,H6;H5,H7;HQ,DK;HJ,SA;H8,DA"
1571806085,1,0,1,"CA,C2;C4,C3;S5,S4;S7,S6;S9,S8;C5,C8;D2,D6;C6,C10;C7,CJ;D3,DJ;C9,CQ;D4,DA;SK,S2;CK,SQ;D5,HA;D7,HK;D8,HQ;D9,H9;D10,H8;DQ,H4;DK,H3;H5,H2;H6,SA;H7,SJ;H10,S10;HJ,S3"
1571806085,1,13,1,"CA,C2;SK,S2;S3,S8;C7,C3;S4,S9;C8,C4;S5,S10;D2,D4;C9,C5;S6,SA;C10,C6;S7,HA;SJ,HK;CJ,CQ;D3,D7;D5,D8;D6,D9;SQ,CK;H7,H2;D10,HQ;DJ,H9;DQ,H8;DK,H6;DA,H5;H10,H4;HJ,H3"
1571806085,1,16,1,"C2,CK;S5,S4;S8,S7;SJ,S10;C3,C7;SQ,S2;C4,C8;D7,S3;D2,D4;DJ,S6;D3,D8;D5,D9;H2,S9;H4,H3;C5,C9;D6,D10;C6,C10;CQ,CJ;DK,DQ;DA,HA;H5,H9;H6,HQ;H7,HK;HJ,SK;H10,SA;H8,CA"
1571806085,1,24,1,"C2,CA;S3,S2;S6,S5;S7,S4;S9,S8;SJ,S10;C4,C3;C5,C6;D2,D3;D4,D5;D7,D6;C8,C7;C10,C9;D8,D10;D9,DJ;SA,CJ;DQ,CQ;H6,CK;H5,H2;DK,DA;HA,SK;H9,H3;H10,H8;HJ,H7;HQ,H4;HK,SQ"
1571806085,1,12,1,"C2,CA;S2,S3;D3,D2;S4,S9;C5,C3;S5,S10;C10,C4;S6,SK;D5,D4;S7,SQ;CK,C6;D6,D7;SA,C7;D9,D8;D10,DJ;DQ,C8;SJ,C9;S8,CJ;H4,CQ;H6,H2;DK,DA;H8,H3;H9,H7;HJ,H10;HQ,H5;HA,HK"
1571806085,1,19,1,"CK,C2;D2,D3;D4,D5;C3,C5;C4,C6;D7,D6;S2,S3;C7,C8;D9,D8;S4,S6;CJ,C9;S5,S7;CA,C10;S8,S10;D10,DJ;H4,CQ;H5,H2;S9,SJ;DK,DQ;DA,SQ;H6,H3;H8,H7;H9,H10;HK,SK;HQ,SA;HJ,HA"
1571806085,1,22,1,"C2,C9;S7,S6;S8,S5;S9,S4;C3,C4;SK,S2;C5,C8;SQ,S3;C6,C10;D2,D4;D3,D5;D6,D7;D8,D10;HA,S10;HK,SJ;H4,H2;C7,CJ;HQ,CQ;H7,H3;D9,DA;HJ,CK;H8,H5;DJ,H10;DQ,H6;DK,SA;H9,CA"
1571806085,1,9,1,"C2,C9;S2,S4;D3,D2;S3,S7;C5,C3;S5,S9;D5,D4;S6,SK;C7,C4;S8,HK;S10,HJ;SJ,H10;C8,C6;D6,D9;D7,D10;SQ,C10;D8,DJ;SA,CJ;HA,CQ;H2,H3;H6,H4;DQ,DK;HQ,CK;H8,H5;DA,H7;H9,CA"
1571806085,1,24,1,"CK,C2;D3,D2;S2,S3;SK,S4;S7,S6;S10,S9;SJ,S8;C3,C4;D6,D4;C6,C5;C7,C8;D8,D5;C9,CJ;SQ,S5;C10,HK;CQ,HJ;CA,H8;D9,D7;DQ,DJ;H3,H2;H4,H5;H7,H6;H9,SA;H10,DA;HQ,DK;HA,D10"
1571806085,1,7,1,"C2,CJ;S6,S5;S8,S7;S9,S4;S10,S3;SJ,S2;C3,C4;D2,D4;C6,C5;C7,C8;D3,D5;D10,D6;C9,C10;DJ,D7;DQ,D9;DK,D8;SA,HK;H5,H4;H6,H3;H7,H2;H8,H10;H9,HQ;SQ,CQ;SK,CK;HA,CA;HJ,DA"
1571806085,1,3,1,"C10,C2;D3,D2;S2,S3;C9,C3;S4,S5;D5,D4;S8,S7;CJ,C8;CQ,C7;CK,C6;CA,C5;D8,D7;D9,D6;D10,DJ;SQ,C4;H4,S6;HK,SJ;HQ,S10;H10,S9;H2,H7;H3,H8;H5,HJ;DK,DQ;DA,HA;H6,SA;H9,SK"
1571806085,1,0,1,"CQ,C2;D2,D3;C3,C4;D4,D5;D9,D6;S2,S3;DQ,D7;S7,S6;S8,S5;C5,SQ;C6,HA;C7,HQ;C8,H8;C9,H6;C10,H4;CJ,H3;CK,SA;CA,DA;H2,DK;H5,DJ;H7,SJ;H9,S10;H10,D10;HJ,S9;HK,D8;SK,S4"
1571806085,1,13,1,"C2,CK;S4,S3;S5,S2;S6,S8;C3,C6;D2,D10;D3,DJ;C4,CQ;D4,DQ;D5,DK;D6,DA;C5,CA;SA,S9;S7,S10;SJ,SQ;H4,H2;C7,HA;C8,HK;C9,HQ;C10,HJ;CJ,H10;D7,H9;D8,H8;D9,H7;H5,H3;SK,H6"
1571806085,1,24,1,"CA,C2;D3,D2;S3,S2;S4,S5;C3,C6;D4,D6;C4,C7;SA,S8;S6,S10;C5,C8;D5,D8;D7,D9;C9,C10;DQ,D10;S7,HQ;S9,HJ;SJ,H10;CK,CQ;DK,DJ;DA,H9;H2,H3;H5,H4;HK,H8;HA,H7;SK,H6;SQ,CJ"
1571806085,1,26,1,"CK,C2;D5,D2;S2,S6;D6,D3;S3,S7;D8,D4;S4,S8;C3,C5;D9,D7;S5,S9;C4,C7;DK,D10;S10,SJ;C6,CJ;C10,DJ;HJ,DQ;H2,H7;H3,H9;H4,H10;H5,HQ;H6,HK;H8,HA;CA,SK;C8,DA;CQ,SA;C9,SQ"
1571806085,1,5,1,"CJ,C2;D3,D2;S4,S3;S5,S2;S6,S8;C5,C3;S7,S10;C8,C4;S9,SJ;D6,D4;C9,C7;CQ,C10;CK,C6;CA,HA;D7,D5;D8,D9;DA,D10;H3,H2;H4,H5;H7,H6;H8,HJ;SQ,DJ;SK,DQ;HQ,DK;H9,HK;H10,SA"
1571806085,1,25,1,"C2,CK;S4,S3;SJ,S10;C3,C4;D3,D2;C7,C6;C8,C5;C9,CA;D4,D6;D5,DJ;D7,DQ;D8,DK;D9,DA;HK,S2;H3,H2;C10,SQ;CJ,HQ;CQ,H8;D10,H4;H5,SA;H6,SK;H7,S9;H9,S8;H10,S7;HJ,S6;HA,S5"
1571806085,1,19,1,"C2,CA;S2,S5;D2,D3;C4,C3;S3,S6;D4,D5;D9,D6;S4,S7;C5,C6;DQ,D7;S9,S8;C7,C9;DK,D8;C8,CQ;DA,D10;C10,CK;SA,DJ;SK,S10;CJ,SQ;H8,H5;H3,H2;H6,H4;H7,H10;HK,SJ;H9,HJ;HQ,HA"
1571806085,1,16,1,"CK,C2;D3,D2;S6,S5;S9,S8;C3,C6;D5,D4;C4,C7;D8,D6;C5,C8;D9,D7;CJ,C10;CQ,C9;CA,SQ;D10,DK;SA,S2;DJ,HA;DQ,HQ;DA,HJ;H2,H6;HK,SJ;H10,S10;H8,S7;H7,S4;H5,S3;H3,H9;H4,SK"
1571806085,1,13,1,"C2,CA;S3,S2;S4,S6;C5,C3;S5,S8;D2,D4;C7,C4;S7,S9;D3,D5;CJ,C6;S10,SJ;D7,D6;CQ,C10;CK,C9;D8,DJ;SQ,C8;D9,DA;H5,H2;D10,HK;DQ,HQ;DK,HJ;H8,H7;H10,H9;HA,H6;SA,H4;SK,H3"
1571806085,1,12,1,"CA,C2;D3,D2;S2,S4;C4,C3;S3,S5;D5,D4;S7,S6;S8,S9;D7,D6;SJ,S10;C5,C9;D8,D9;C6,CJ;C7,CQ;SQ,SK;HK,SA;H8,H2;C8,HA;C10,H10;CK,H9;D10,DA;HJ,H3;DJ,H7;DQ,H6;DK,H5;HQ,H4"
1571806085,1,4,1,"CA,C2;D3,D2;S2,S3;SA,S4;S6,S5;S8,S7;S9,SK;C3,C4;C10,C5;S10,HA;SJ,HQ;CJ,C9;CK,CQ;D4,D7;SQ,C6;HK,C7;H2,H3;H4,H5;H7,H6;D5,D8;HJ,C8;H8,H9;DK,H10;D6,D10;D9,DJ;DQ,DA"
1571806085,1,25,1,"CA,C2;D3,D2;S2,S4;C3,C4;D6,D4;S3,S6;C6,C5;S5,S7;DQ,D5;S8,S9;DA,D7;S10,SJ;C7,C8;SK,D8;HK,D9;H4,H2;C9,SQ;C10,HQ;CJ,HJ;CQ,H9;CK,H8;H5,H3;H6,SA;H7,DK;H10,DJ;HA,D10"
1571806085,1,0,1,"C2,CA;S3,S2;S4,S5;D2,D3;C5,C3;S6,S7;D6,D4;S8,S10;C6,C4;S9,SK;D8,D5;SJ,SA;D9,D7;C7,C8;C9,CJ;C10,CQ;D10,DA;H5,H2;CK,HA;DJ,HJ;DQ,H10;DK,H9;H6,H4;HQ,H8;HK,H7;SQ,H3"
1571806085,1,19,1,"CJ,C2;D3,D2;S3,S2;S7,S6;S9,S8;S10,S5;C7,C6;C8,C5;C9,C4;CQ,C10;CK,C3;CA,SQ;D4,D5;SA,S4;D7,D6;D8,D10;DA,SJ;D9,DJ;H8,DQ;H2,H3;H5,H4;H7,H6;H10,H9;HJ,HA;HK,SK;HQ,DK"
1571806085,1,3,1,"C2,CA;S3,S2;S4,S5;D5,D2;S7,S6;S9,S8;S10,SJ;DJ,D3;C3,C4;DQ,D4;C7,C6;C9,C8;C10,C5;CQ,CJ;CK,HA;H3,H2;H4,H9;SQ,D6;SA,D7;HK,D8;HJ,D9;H10,D10;H5,HQ;H8,SK;H7,DK;H6,DA"
1571806085,1,18,1,"C2,CJ;S4,S3;S7,S6;C3,C7;D2,D4;D3,D6;C4,C8;D5,DJ;C5,CQ;C6,CK;D7,DK;C9,CA;SA,S2;C10,SQ;D8,HQ;D9,HJ;D10,H10;DQ,H9;DA,H7;H2,H6;HA,SJ;HK,S10;H8,S9;H5,S8;H4,S5;H3,SK"
1571806085,1,26,1,"C2,CA;S6,S5;S7,S4;S8,S3;S9,S2;S10,SJ;D4,D2;C4,C3;C6,C5;C10,C9;CJ,C8;D5,D3;D6,D7;SK,C7;D8,D9;DJ,D10;DQ,DK;H3,CQ;H2,H5;H4,H6;H7,H9;H8,HQ;H10,HA;HK,CK;HJ,SA;DA,SQ"
1571806085,1,25,1,"C2,CA;S6,S5;S9,S8;SJ,S10;C3,C4;D2,D3;C9,C5;C10,C8;CK,CQ;D4,D6;SA,C6;SK,C7;D5,D8;DA,CJ;DK,S2;HK,S3;H5,H2;D7,SQ;D9,HQ;D10,H10;DJ,H9;DQ,H6;H7,H4;H8,H3;HJ,S7;HA,S4"
1571806085,1,13,1,"C2,CA;S2,S4;D2,D3;C4,C3;S3,S5;D4,D6;C5,C9;D5,D10;C6,CJ;D7,DJ;D8,DQ;D9,DK;SA,DA;S6,S8;S7,SJ;S9,SK;S10,SQ;H6,H2;C7,HQ;C8,HJ;C10,H10;CQ,H8;CK,H7;H9,H5;HK,H4;HA,H3"
1571806085,1,5,1,"CK,C2;C5,C3;S2,S3;C8,C4;S4,S6;D2,D5;D3,D6;C9,C6;S5,S7;C10,C7;S10,S9;SJ,S8;CA,CQ;D4,D9;D7,DJ;SQ,CJ;D8,DQ;D10,DK;HQ,SK;H3,H2;DA,HA;H4,H5;H6,H7;H9,H8;H10,HK;HJ,SA"
1571806085,1,0,1,"C2,CK;S2,S4;D4,D2;S3,SJ;C9,C3;S5,SK;D8,D3;S6,HA;S7,HJ;S8,H7;S9,H6;S10,H4;C10,C8;CJ,C7;CQ,C6;D9,D7;DQ,DJ;H3,H2;H5,CA;H8,DA;H9,DK;H10,D10;HQ,D6;HK,D5;SA,C5;SQ,C4"
1571806085,1,26,1,"C2,CK;S4,S3;S8,S7;S9,S6;C4,C3;C7,C6;C8,C5;C9,C10;D2,D6;D3,D8;D4,D10;CJ,CQ;D5,DQ;D7,DK;SK,CA;D9,S2;H9,S5;H2,H6;H3,H7;H4,H8;H5,HQ;H10,HA;HK,S10;HJ,SJ;DA,SA;DJ,SQ"
1571806085,1,0,1,"C2,CK;S2,S3;D3,D2;S6,S5;S7,S4;S8,S9;C3,C5;D4,D6;C4,C7;D5,D8;C6,C8;D7,D9;DJ,D10;C9,CA;DQ,DK;SK,S10;C10,SQ;CJ,HA;CQ,H10;DA,H9;H4,H3;H7,H6;H8,H5;HJ,H2;HQ,SA;HK,SJ"
1571806085,1,21,1,"C2,CK;S5,S4;S6,S3;S8,S7;S9,S2;C3,C6;D2,D5;D3,D6;C4,C9;C5,C10;D4,DJ;D7,DQ;C7,CA;C8,S10;D8,SJ;HA,SK;H2,H3;H4,H5;H8,H6;CJ,SQ;CQ,HK;D9,HQ;D10,HJ;DK,H10;DA,H7;H9,SA"
1571806085,1,24,1,"C2,CK;S3,S2;S6,S5;SJ,S10;C3,C4;SA,S4;C5,C6;D2,D6;SK,S7;C7,C9;SQ,S8;C8,CJ;D3,D8;HK,S9;H4,H2;C10,CQ;D4,D10;D5,DK;HA,CA;H10,H3;D7,HQ;D9,H9;DJ,H8;DQ,H7;DA,H6;HJ,H5"
1571806085,1,3,1,"C2,CA;S2,S4;D6,D2;S3,S9;C9,C3;S5,S10;D8,D3;S6,SK;D10,D4;S7,HK;S8,HQ;SJ,HJ;C10,C8;CQ,CJ;DJ,D9;DQ,D7;DK,D5;H2,H3;SQ,C4;SA,C5;HA,C6;H4,H5;H9,C7;H6,H10;H8,CK;H7,DA"
1571806085,1,0,1,"C2,CA;S7,S6;S8,S5;S10,S9;SJ,S4;C3,C7;D4,D2;C4,CK;SK,S2;C5,HQ;C6,H9;C8,H8;C9,H7;C10,H5;CJ,H3;CQ,H2;D8,D7;D9,D6;DJ,D10;H4,DA;H6,SA;H10,DK;HJ,DQ;HK,D5;HA,S3;SQ,D3"
1571806085,1,23,1,"CA,C2;SA,S2;S4,S3;S5,S7;D2,D3;D4,D5;C3,C5;D6,D7;S6,S8;C4,C8;D9,D8;S10,S9;C6,C9;SQ,SJ;C7,CQ;D10,DK;HK,SK;H2,H3;H9,H4;C10,HA;CJ,H10;CK,H8;DJ,DA;HJ,H5;DQ,H7;HQ,H6"
1571806085,1,17,1,"C2,CA;S2,S3;D5,D2;S5,S4;S6,S7;D7,D3;S8,S9;D9,D4;S10,SK;C3,C4;D10,D6;SJ,SA;DJ,D8;C5,C9;C6,CJ;C7,CK;DQ,DK;H8,DA;H3,H2;C8,SQ;C10,HA;CQ,HK;H4,H5;H6,H9;H7,HJ;H10,HQ"
1571806085,1,2,1,"CA,C2;S3,S2;S5,S4;S6,S7;D4,D2;S8,SK;D7,D3;S9,SA;C3,C4;DJ,D5;S10,HA;SJ,HQ;C5,C6;DQ,D6;C7,C8;DK,D8;C9,C10;SQ,D9;HK,D10;H2,H4;H3,H6;H5,H7;H8,H9;H10,HJ;CJ,CK;CQ,DA"
1571806085,1,3,1,"C2,CA;S3,S2;S4,S5;D5,D2;S7,S6;S10,S9;C4,C3;C6,C5;C7,C8;D9,D3;C9,CJ;D10,D4;C10,HA;CQ,HQ;CK,HJ;DQ,DJ;DK,D8;H2,H3;SA,SJ;H4,H5;SK,S8;H6,H8;SQ,D6;HK,D7;H7,H9;H10,DA"
1571806085,1,0,1,"C2,CK;S2,S5;D5,D2;S3,S8;D7,D3;S4,S9;D8,D4;S6,S10;C3,C4;C7,C5;S7,SJ;DJ,D6;C8,C6;C9,CJ;DQ,D9;C10,CA;DK,D10;CQ,HA;DA,HK;H3,H2;H8,H7;HJ,H10;HQ,H9;SA,H6;SK,H5;SQ,H4"
1571806085,1,10,1,"CK,C2;C4,C3;S3,S2;S5,S4;S7,S6;S9,S8;S10,SK;D2,D3;D4,D6;D5,D7;C5,C7;D10,D8;SJ,SA;DJ,D9;C6,CJ;DA,DQ;C8,CQ;C10,DK;HA,SQ;H2,H3;H5,H4;C9,HJ;CA,H9;H10,H8;HQ,H7;HK,H6"
1571806085,1,5,1,"C2,CK;S2,S3;C5,C3;S4,S6;C7,C4;S5,S7;D2,D6;C8,C6;S9,S8;S10,SJ;D3,D7;C10,C9;D4,DJ;SQ,CJ;D5,DQ;SK,CQ;D8,DK;HA,SA;H4,H2;D9,DA;H9,CA;H5,H3;D10,HK;H6,H10;H7,HJ;H8,HQ"
1571806085,1,12,1,"CK,C2;C6,C3;S3,S2;S5,S4;S7,S6;S8,SK;D2,D4;C7,C4;S9,SA;C9,C5;S10,SQ;D3,D6;CJ,C8;CA,CQ;D5,D9;D7,D10;HJ,C10;H6,H2;D8,DJ;H10,H3;DQ,HK;DK,H9;DA,H8;HQ,H7;HA,H5;SJ,H4"
1571806085,1,14,1,"CQ,C2;D4,D2;S2,S3;D6,D3;S6,S5;S10,S9;SJ,S8;C4,C3;C5,C6;SQ,S4;C9,C8;CJ,C10;CK,C7;CA,HK;D8,D7;D9,D5;DJ,D10;DQ,DK;HA,S7;H2,H3;H4,H5;H6,H7;H8,H10;H9,HJ;HQ,SK;DA,SA"
1571806085,1,13,1,"CA,C2;D3,D2;S2,S3;D6,D4;S5,S4;S7,S6;S10,S9;SJ,S8;C3,C4;D7,D5;C5,C7;C6,C9;D8,D9;C8,C10;DJ,D10;CJ,CK;DQ,DK;SK,SA;DA,SQ;H7,H2;CQ,HA;H8,H6;H10,H9;HJ,H5;HQ,H4;HK,H3"
1571806085,1,13,1,"CK,C2;D2,D3;D5,D4;S2,S4;C3,C5;D8,D6;S3,S5;DJ,D7;S7,S6;S8,S9;DK,D9;S10,SK;C4,C9;DA,D10;SJ,SA;CJ,DQ;C6,CQ;C10,SQ;H4,H2;C7,HA;C8,HQ;CA,HJ;H6,H5;H8,H7;H9,H3;HK,H10"
1571806085,1,17,1,"C2,CK;S2,S3;D3,D2;S5,S4;S8,S7;S9,S6;C3,C7;D5,D4;C4,C9;D7,D6;C5,CA;D9,D8;C6,SQ;C8,HA;C10,HK;CJ,HJ;CQ,H9;DJ,D10;DK,DQ;H2,H4;SK,SJ;H3,H5;HQ,S10;H6,H8;H10,DA;H7,SA"
1571806085,1,17,1,"C2,CA;S3,S2;S5,S4;S8,S7;S10,S9;SJ,S6;C4,C3;C5,C8;D3,D2;C6,CJ;D9,D4;C7,CQ;DJ,D5;C9,SQ;C10,HQ;CK,HJ;DA,DK;H3,H2;H4,H9;SK,D6;HA,D7;HK,D8;H5,H10;H8,D10;H7,DQ;H6,SA"
1571806085,1,8,1,"C2,CQ;S2,S3;D4,D2;S4,S7;D5,D3;S5,S8;C3,C5;C4,C6;C8,C7;S6,S9;C10,C9;S10,SQ;D6,D9;D7,DJ;SA,CJ;D8,DQ;D10,DK;SK,CK;HQ,CA;H2,H3;H4,H5;H9,H6;DA,HK;HJ,H10;HA,H8;SJ,H7"
1571806085,1,11,1,"C2,CQ;S2,S3;D3,D2;S4,S9;C7,C3;S5,SK;C9,C4;S6,SQ;D4,D5;C10,C5;CJ,C8;D6,D7;SA,C6;D8,DJ;D9,DQ;H4,CK;H3,H2;D10,DK;HK,CA;H7,H5;H9,H8;HJ,H10;S7,HA;S8,HQ;S10,H6;SJ,DA"
1571806085,1,24,1,"C2,CA;S2,S3;D2,D3;D6,D4;S4,S6;C3,C4;D7,D5;S5,S7;C5,C6;SA,S8;S9,S10;D8,D9;SK,SJ;C7,CQ;D10,DJ;DK,DQ;C8,CK;H2,H3;H8,H4;C9,HA;C10,HJ;CJ,H10;DA,H9;HQ,H7;HK,H6;SQ,H5"
